id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,,
306,1873,Visa,Debit (Prepaid),4329819283337920,12/1/2024,529,NO,2,$60,1/1/2012,2012,,
1642,204,Mastercard,Debit,5190461528175420,2/1/2020,4,YES,2,$18725,2/1/2020,2020,,
1913,424,Visa,Credit,4389517849777060,5/1/2021,53,YES,1,$11100,2/1/2020,2020,,
610,424,Mastercard,Debit,5000442144363520,6/1/2022,674,YES,2,$38,1/1/2020,2020,,
5052,980,Mastercard,Debit,5649821845348820,4/1/2020,169,YES,1,$14185,10/1/2006,2006,,
181,980,Visa,Debit,4308765406643900,8/1/2011,699,YES,1,$16094,1/1/2008,2010,,
1643,980,Mastercard,Debit,5957544477315190,7/1/2021,463,YES,1,$26819,2/1/2020,2020,,
2454,980,Amex,Credit,338659584396426,10/1/2021,68,YES,2,$14600,4/1/2004,2013,,
6059,980,Visa,Credit,4289189526229150,2/1/2021,488,YES,2,$5800,12/1/2011,2011,,
4855,980,Mastercard,Debit,5704958659332150,4/1/2016,568,YES,1,$16789,9/1/2013,2013,,
4409,980,Mastercard,Debit,5673842014857950,9/1/2020,763,YES,1,$14213,8/1/2013,2013,,
4919,1415,Visa,Credit,4344540573987350,1/1/2021,594,YES,2,$6400,9/1/2018,2018,,
850,600,Visa,Debit,4628407111158550,4/1/2020,458,YES,1,$18373,1/1/2020,2020,,
4328,652,Mastercard,Debit,5517224248010480,12/1/2024,348,YES,1,$16203,8/1/2010,2010,,
2502,652,Amex,Credit,399097109736535,12/1/2023,311,YES,2,$16500,4/1/2006,2016,,
4293,652,Mastercard,Debit,5481971913958210,7/1/2023,8,YES,1,$19962,8/1/2009,2012,,
4607,652,Mastercard,Debit (Prepaid),5402354343498410,2/1/2020,437,YES,2,$52,9/1/2006,2011,,
1197,652,Visa,Debit,4493414838028910,2/1/2020,504,YES,2,$2045,2/1/2009,2014,,
1255,652,Visa,Debit,4874919817321910,2/1/2023,392,YES,2,$21607,2/1/2010,2018,,
5492,1129,Mastercard,Debit,5988252449836290,1/1/2015,438,YES,2,$18109,11/1/2007,2010,,
102,1129,Mastercard,Debit,5874992802287590,5/1/2020,256,YES,1,$14802,1/1/2006,2008,,
2677,1129,Mastercard,Credit,5744954381314390,6/1/2022,501,YES,1,$7600,4/1/2011,2011,,
5852,885,Discover,Credit,6566463560968460,6/1/2021,495,YES,1,$9000,12/1/2006,2006,,
5086,885,Mastercard,Debit (Prepaid),5231994842307040,5/1/2023,580,YES,1,$63,10/1/2007,2013,,
6005,885,Mastercard,Debit,5049088411909570,11/1/2022,311,YES,2,$7784,12/1/2010,2014,,
4256,1899,Mastercard,Debit,5916336011141360,11/1/2009,356,YES,1,$29761,8/1/2008,2010,,
5969,1899,Mastercard,Debit (Prepaid),5337733184380400,4/1/2023,710,YES,1,$64,12/1/2009,2011,,
3365,1369,Visa,Credit,4182511939315930,11/1/2020,806,YES,2,$9000,6/1/2007,2009,,
5792,1369,Mastercard,Debit,5168890534725780,10/1/2024,731,YES,2,$14716,12/1/2003,2012,,
3059,1057,Mastercard,Debit,5057040773022390,9/1/2015,546,YES,1,$23395,5/1/2010,2020,,
5464,1302,Mastercard,Debit,5867658090755000,2/1/2024,205,YES,1,$9883,11/1/2006,2010,,
3203,1302,Mastercard,Debit,5129159719934930,2/1/2020,886,NO,1,$8993,5/1/2019,2019,,
5632,1302,Visa,Credit,4893597498035430,4/1/2020,242,YES,2,$7900,11/1/2010,2015,,
3972,1302,Mastercard,Debit (Prepaid),5879022986680560,10/1/2022,616,YES,2,$13,7/1/2011,2014,,
3871,415,Visa,Credit,4150374459354980,5/1/2023,806,YES,1,$9400,7/1/2008,2012,,
5344,415,Visa,Credit,4678217870259690,11/1/2024,760,YES,2,$8000,10/1/2019,2019,,
3225,415,Mastercard,Debit,5411021821466200,1/1/2021,274,YES,1,$17527,6/1/2001,2005,,
6088,415,Mastercard,Debit,5266997540698930,2/1/2022,791,YES,1,$11818,12/1/2013,2013,,
2348,83,Visa,Credit,4522988269777230,12/1/2023,288,YES,2,$11600,3/1/2015,2015,,
851,1093,Visa,Credit,4814923765143600,9/1/2021,535,YES,1,$12600,1/1/2020,2020,,
5198,28,Mastercard,Debit,5428995792004090,1/1/2021,800,NO,1,$13896,10/1/2010,2010,,
2678,28,Mastercard,Credit,5623379608463300,1/1/2024,922,YES,1,$16400,4/1/2011,2011,,
2568,28,Mastercard,Debit,5957565102001210,3/1/2015,686,YES,2,$29717,4/1/2008,2008,,
852,28,Visa,Debit,4342002053844650,4/1/2024,263,YES,1,$17431,1/1/2020,2020,,
5529,33,Mastercard,Debit,5059695419276530,3/1/2022,447,YES,2,$11584,11/1/2008,2012,,
1357,33,Mastercard,Credit,5773848829447490,7/1/2016,833,YES,2,$9000,2/1/2015,2015,,
5120,33,Mastercard,Credit,5573389122398760,2/1/2020,526,YES,1,$7400,10/1/2008,2009,,
2252,33,Mastercard,Debit,5589655270470540,9/1/2017,213,YES,2,$13829,3/1/2010,2016,,
2404,33,Mastercard,Debit,5121416562354070,4/1/2024,857,YES,2,$4589,4/1/1999,2011,,
4742,1646,Visa,Credit,4986044513118660,3/1/2022,231,YES,2,$9000,9/1/2009,2011,,
5652,1646,Mastercard,Credit,5207616824194250,5/1/2022,511,YES,2,$9900,11/1/2011,2011,,
2276,1646,Mastercard,Debit,5298309501417980,8/1/2021,208,YES,1,$11153,3/1/2011,2011,,
5314,1646,Mastercard,Debit,5234825249935940,4/1/2018,625,NO,1,$10671,10/1/2016,2016,,
4045,1646,Mastercard,Debit,5887429452492050,10/1/2024,119,NO,1,$12470,7/1/2016,2016,,
1644,1847,Mastercard,Credit,5867570165176430,3/1/2023,549,YES,2,$8700,2/1/2020,2020,,
310,1152,Discover,Credit,6994498161251210,4/1/2024,477,YES,1,$7200,1/1/2013,2013,,
6080,134,Amex,Credit,307803547813264,4/1/2021,18,YES,2,$4700,12/1/2013,2013,,
5991,134,Amex,Credit,390245051618518,7/1/2012,198,YES,2,$10400,12/1/2010,2013,,
6120,134,Mastercard,Credit,5270343966236910,8/1/2022,997,YES,1,$9400,12/1/2016,2016,,
611,134,Mastercard,Debit,5633930742392350,2/1/2020,560,YES,1,$27290,1/1/2020,2020,,
853,188,Visa,Debit (Prepaid),4395456828660430,1/1/2020,402,YES,1,$68,1/1/2020,2020,,
854,188,Visa,Debit,4012324054921740,5/1/2020,701,YES,2,$41713,1/1/2020,2020,,
2242,220,Amex,Credit,314281190779481,3/1/2023,430,YES,1,$17200,3/1/2010,2015,,
3954,220,Visa,Debit,4604354040195930,5/1/2020,401,YES,1,$23018,7/1/2010,2018,,
1645,220,Mastercard,Debit (Prepaid),5423661517740490,4/1/2022,925,YES,1,$2,2/1/2020,2020,,
2697,220,Mastercard,Credit,5572404956005530,12/1/2024,905,YES,3,$23500,4/1/2012,2012,,
4043,1343,Amex,Credit,356195833030022,2/1/2022,538,YES,1,$5300,7/1/2016,2016,,
612,1343,Mastercard,Debit,5197164080750340,12/1/2022,636,NO,2,$12738,1/1/2020,2020,,
855,1343,Visa,Credit,4773629437759090,6/1/2022,576,YES,1,$8700,1/1/2020,2020,,
856,1343,Visa,Debit,4361605243954250,5/1/2021,833,YES,2,$5752,1/1/2020,2020,,
2329,1930,Mastercard,Debit,5965080957028590,11/1/2020,934,YES,1,$15416,3/1/2014,2014,,
613,1930,Mastercard,Debit (Prepaid),5974769461650560,5/1/2023,718,YES,1,$73,1/1/2020,2020,,
614,1930,Mastercard,Credit,5298746204483250,10/1/2022,840,YES,1,$15700,1/1/2020,2020,,
1646,1260,Mastercard,Credit,5302098419670470,5/1/2021,517,YES,1,$10100,2/1/2020,2020,,
6081,1260,Amex,Credit,362698516441740,7/1/2024,439,YES,2,$0,12/1/2013,2013,,
857,1260,Visa,Credit,4010376046923240,7/1/2022,312,YES,1,$11000,1/1/2020,2020,,
3773,96,Mastercard,Credit,5718500802654430,12/1/2024,293,YES,1,$18300,7/1/2006,2008,,
3695,96,Mastercard,Debit,5481724154378260,4/1/2023,952,YES,2,$19959,7/1/2003,2013,,
361,96,Visa,Credit,4304215035213800,10/1/2020,370,YES,2,$24300,1/1/2017,2017,,
5175,96,Visa,Credit,4395260796436240,7/1/2021,152,NO,2,$18900,10/1/2009,2013,,
4878,1166,Visa,Debit,4890865865158490,11/1/2014,441,YES,1,$14574,9/1/2014,2014,,
1222,1166,Mastercard,Credit,5702377806791440,8/1/2021,548,YES,2,$14100,2/1/2010,2010,,
5822,1166,Visa,Debit,4867627629631260,12/1/2012,333,YES,2,$23737,12/1/2004,2010,,
2649,1533,Mastercard,Credit,5946485614560580,4/1/2021,261,YES,1,$11800,4/1/2010,2013,,
3097,1533,Mastercard,Debit,5118758087775710,6/1/2022,993,YES,2,$27594,5/1/2011,2011,,
4625,1533,Visa,Credit,4126905879157830,3/1/2023,238,YES,2,$15300,9/1/2006,2010,,
858,88,Visa,Credit,4840341118663090,4/1/2024,876,YES,1,$4800,1/1/2020,2020,,
3226,1451,Mastercard,Debit,5004479479624200,6/1/2024,206,YES,1,$34319,6/1/2001,2013,,
3790,1451,Visa,Debit,4169042875650880,4/1/2013,941,YES,2,$10831,7/1/2006,2011,,
250,1451,Visa,Debit,4138363239181100,3/1/2023,48,YES,1,$20475,1/1/2010,2015,,
5530,1451,Mastercard,Credit,5570191239646200,3/1/2015,625,NO,2,$6500,11/1/2008,2011,,
6006,57,Mastercard,Debit,5134306678651090,2/1/2020,796,YES,2,$17614,12/1/2010,2013,,
6069,1335,Mastercard,Debit,5260369873454700,12/1/2020,963,YES,2,$51133,12/1/2012,2012,,
615,1335,Mastercard,Debit (Prepaid),5893866156194790,7/1/2024,421,YES,1,$115,1/1/2020,2020,,
2330,1335,Mastercard,Debit (Prepaid),5771619649186810,9/1/2020,504,YES,1,$54,3/1/2014,2014,,
3583,1335,Mastercard,Debit,5852720136795700,8/1/2023,35,YES,2,$32036,6/1/2014,2014,,
5066,816,Visa,Debit,4426138047544530,6/1/2020,937,YES,2,$13593,10/1/2006,2006,,
2968,816,Mastercard,Debit,5499461944095270,2/1/2022,35,YES,2,$13343,5/1/2008,2011,,
3774,816,Mastercard,Debit,5088684137633760,5/1/2024,987,YES,2,$6103,7/1/2006,2008,,
3891,816,Mastercard,Debit,5879315999568100,6/1/2016,459,YES,1,$2646,7/1/2009,2015,,
4468,816,Amex,Credit,317788535363713,8/1/2021,583,YES,1,$9200,8/1/2018,2018,,
404,1081,Amex,Credit,308645722065737,6/1/2021,218,YES,2,$21200,1/1/2020,2020,,
3427,1081,Mastercard,Credit,5741278205602110,1/1/2024,414,YES,1,$10400,6/1/2009,2010,,
3892,1081,Mastercard,Debit,5307705411215340,7/1/2022,574,YES,1,$27377,7/1/2009,2016,,
5568,1385,Mastercard,Credit,5050755589048170,10/1/2024,657,YES,1,$20900,11/1/2009,2010,,
3807,1385,Mastercard,Debit,5045568837955020,4/1/2024,43,YES,2,$39632,7/1/2007,2013,,
4955,1385,Mastercard,Debit (Prepaid),5570718950254390,1/1/2020,437,YES,2,$44,10/1/2001,2013,,
4344,1385,Visa,Debit,4690085698241970,1/1/2021,125,YES,1,$48489,8/1/2010,2014,,
4190,1385,Visa,Debit,4338834700731550,1/1/2008,529,YES,2,$32725,8/1/2006,2013,,
1256,1385,Visa,Debit,4083090955300560,12/1/2022,259,YES,2,$36940,2/1/2010,2010,,
405,1125,Amex,Credit,394025181428995,9/1/2020,465,YES,1,$23100,1/1/2020,2020,,
616,1125,Mastercard,Debit,5534546903363090,12/1/2022,833,YES,1,$41040,1/1/2020,2020,,
4881,1125,Amex,Credit,331368783471362,12/1/2021,673,YES,2,$13200,9/1/2015,2015,,
3601,1125,Visa,Debit,4218957266147890,5/1/2021,909,YES,2,$29200,6/1/2015,2015,,
617,1952,Mastercard,Debit,5134582028672730,10/1/2022,955,YES,3,$13831,1/1/2020,2020,,
1647,1870,Mastercard,Credit,5936696982149210,3/1/2024,2,NO,1,$18900,2/1/2020,2020,,
1914,1870,Visa,Debit,4680529603481900,2/1/2020,619,YES,1,$39850,2/1/2020,2020,,
5984,1345,Visa,Credit,4237922362360030,9/1/2020,228,YES,1,$13900,12/1/2009,2011,,
2497,1345,Visa,Debit,4238638738530460,12/1/2020,310,YES,2,$17470,4/1/2005,2008,,
2187,1345,Mastercard,Debit,5401027644157320,9/1/2021,636,YES,1,$2267,3/1/2008,2014,,
2234,1345,Visa,Debit,4957976241533680,4/1/2014,976,YES,2,$4031,3/1/2009,2014,,
4208,1345,Mastercard,Debit,5918431905940130,11/1/2023,600,YES,2,$21833,8/1/2007,2011,,
287,1345,Visa,Debit,4988009818611000,5/1/2021,45,YES,2,$16857,1/1/2011,2017,,
5633,1345,Visa,Debit,4559661567211040,5/1/2023,584,NO,1,$2518,11/1/2010,2010,,
3775,1345,Mastercard,Debit,5137677910118610,3/1/2020,394,YES,2,$12863,7/1/2006,2010,,
3060,1695,Mastercard,Credit,5064256706957220,7/1/2022,302,YES,2,$12700,5/1/2010,2015,,
114,1695,Visa,Debit,4038689742921260,12/1/2021,770,YES,3,$2851,1/1/2006,2007,,
48,1695,Amex,Credit,334769960118945,6/1/2020,735,YES,2,$4100,1/1/2004,2004,,
274,1695,Mastercard,Debit,5322366368652290,1/1/2016,702,YES,2,$20838,1/1/2011,2011,,
1648,1906,Mastercard,Debit,5092224613044030,10/1/2020,419,YES,2,$2721,2/1/2020,2020,,
2834,1985,Visa,Credit,4000146965265890,7/1/2023,14,YES,1,$400,5/1/2002,2018,,
4781,1985,Mastercard,Debit,5733036423097080,3/1/2020,72,YES,2,$416,9/1/2010,2010,,
4085,1985,Mastercard,Debit,5461658879915680,12/1/2024,595,YES,2,$625,8/1/1996,2014,,
1095,1604,Visa,Debit,4636387668938190,9/1/2022,597,YES,2,$20858,2/1/2006,2011,,
5653,1604,Mastercard,Credit,5196692562051330,11/1/2011,626,YES,2,$11200,11/1/2011,2013,,
2950,1604,Visa,Credit,4831831757232990,2/1/2023,528,YES,2,$8800,5/1/2007,2009,,
2207,1604,Visa,Debit,4916961241194200,12/1/2024,919,YES,1,$10360,3/1/2008,2009,,
6077,1604,Visa,Debit,4135358669694440,7/1/2013,903,YES,1,$11578,12/1/2012,2012,,
2188,1604,Mastercard,Debit,5187136842441550,7/1/2020,264,YES,2,$13016,3/1/2008,2008,,
3185,1604,Visa,Debit,4756917754933720,7/1/2021,915,YES,1,$13754,5/1/2016,2016,,
1649,1933,Mastercard,Debit (Prepaid),5373505226427670,12/1/2021,114,YES,1,$91,2/1/2020,2020,,
1915,1933,Visa,Debit,4146946026841280,2/1/2020,69,YES,2,$2094,2/1/2020,2020,,
2766,649,Visa,Debit,4094691617950050,7/1/2020,376,YES,1,$14558,4/1/2016,2016,,
1376,649,Visa,Debit,4974987012125940,3/1/2023,50,YES,2,$46342,2/1/2017,2017,,
3737,649,Mastercard,Credit,5880421569309040,12/1/2023,504,YES,1,$17400,7/1/2005,2016,,
1223,649,Mastercard,Debit,5155724078477840,6/1/2024,606,YES,2,$11401,2/1/2010,2016,,
251,649,Visa,Debit,4827129780511980,3/1/2024,941,YES,1,$8280,1/1/2010,2010,,
2105,649,Discover,Credit,6267383831462520,12/1/2012,640,YES,1,$0,3/1/2006,2008,,
4191,649,Visa,Debit (Prepaid),4111624635847200,2/1/2007,918,YES,1,$72,8/1/2006,2011,,
4345,1486,Visa,Credit,4832062433813250,6/1/2020,469,YES,1,$9600,8/1/2010,2011,,
1138,1744,Discover,Credit,6093726906729130,11/1/2024,528,YES,2,$10000,2/1/2008,2011,,
4209,1744,Mastercard,Debit,5842473997881240,3/1/2024,157,YES,1,$10025,8/1/2007,2010,,
133,1744,Mastercard,Debit,5802694499966890,12/1/2022,808,YES,1,$9777,1/1/2007,2009,,
1650,1272,Mastercard,Debit,5589068436851280,4/1/2021,771,YES,1,$8807,2/1/2020,2020,,
3776,400,Mastercard,Debit (Prepaid),5191871350541390,6/1/2018,642,YES,1,$92,7/1/2006,2008,,
3852,400,Mastercard,Credit,5615229543290160,5/1/2011,438,YES,1,$11400,7/1/2008,2014,,
3973,400,Mastercard,Debit,5484162566176350,11/1/2011,950,YES,2,$16687,7/1/2011,2011,,
2507,400,Mastercard,Debit,5220792086851060,5/1/2009,840,YES,2,$3974,4/1/2006,2011,,
5241,1994,Mastercard,Debit,5947340712205080,9/1/2016,43,YES,1,$23768,10/1/2011,2011,,
3974,1994,Mastercard,Debit (Prepaid),5978888711772670,8/1/2022,938,YES,1,$63,7/1/2011,2011,,
6032,1994,Visa,Credit,4290514131698270,12/1/2023,197,YES,1,$21600,12/1/2010,2010,,
2349,572,Visa,Debit,4204698331499700,3/1/2024,98,YES,1,$23157,3/1/2015,2015,,
1916,572,Visa,Debit (Prepaid),4867647786729300,2/1/2020,504,YES,2,$54,2/1/2020,2020,,
2650,1442,Mastercard,Debit,5370998800503320,6/1/2021,122,YES,2,$11986,4/1/2010,2015,,
5814,1853,Mastercard,Credit,5987609830796870,5/1/2022,619,YES,1,$12600,12/1/2004,2009,,
6043,1853,Mastercard,Debit,5693761531134260,2/1/2021,876,YES,2,$4340,12/1/2011,2012,,
1034,1853,Mastercard,Debit,5722400079160420,1/1/2024,357,NO,2,$8149,2/1/2004,2007,,
5654,556,Mastercard,Debit,5455392892256790,1/1/2023,356,YES,1,$23688,11/1/2011,2011,,
2,556,Mastercard,Debit,5889825928297670,9/1/2021,422,YES,1,$19948,1/1/1995,2011,,
1917,1960,Visa,Debit (Prepaid),4424096582531660,4/1/2021,325,NO,2,$69,2/1/2020,2020,,
4527,321,Visa,Credit,4284589688472750,5/1/2005,664,YES,1,$9400,9/1/2002,2006,,
293,321,Amex,Credit,324067922186663,8/1/2018,194,YES,1,$3300,1/1/2012,2012,,
35,321,Discover,Credit,6707808786309870,5/1/2011,449,YES,2,$11100,1/1/2003,2004,,
5755,321,Mastercard,Debit,5142952666869350,1/1/2024,376,YES,2,$23792,12/1/1998,2012,,
4364,483,Mastercard,Debit,5115060727983370,9/1/2020,594,YES,2,$13224,8/1/2011,2011,,
5369,483,Mastercard,Credit,5114764385128880,12/1/2004,380,YES,1,$10700,11/1/2001,2009,,
2121,483,Mastercard,Credit,5040568504566030,4/1/2024,96,YES,2,$13100,3/1/2006,2009,,
5219,404,Visa,Credit,4168726918316830,7/1/2024,482,YES,1,$10900,10/1/2010,2010,,
4346,1510,Visa,Credit,4529046868574610,11/1/2013,294,YES,1,$6600,8/1/2010,2011,,
1257,1510,Visa,Credit,4051609818366860,11/1/2011,795,YES,1,$11400,2/1/2010,2012,,
859,916,Visa,Debit,4521242827079490,3/1/2023,320,YES,1,$15847,1/1/2020,2020,,
860,916,Visa,Debit,4008657278264130,5/1/2020,196,YES,1,$13006,1/1/2020,2020,,
40,1635,Mastercard,Debit,5488012775349760,10/1/2008,697,YES,2,$5029,1/1/2003,2009,,
1309,1635,Visa,Credit,4029286233026670,9/1/2023,218,YES,2,$15000,2/1/2012,2012,,
6044,1635,Mastercard,Debit,5269354095711840,2/1/2021,905,YES,2,$14348,12/1/2011,2011,,
115,1635,Visa,Debit,4237044992015680,10/1/2022,443,YES,2,$24876,1/1/2006,2009,,
618,1635,Mastercard,Debit,5604394692366740,6/1/2024,406,YES,2,$13523,1/1/2020,2020,,
381,1635,Mastercard,Debit,5683839446492030,4/1/2023,587,YES,1,$21434,1/1/2019,2019,,
2535,1384,Mastercard,Debit,5274366987658810,5/1/2016,441,YES,1,$19206,4/1/2007,2011,,
5229,1384,Discover,Credit,6648294893325470,3/1/2014,949,YES,2,$15000,10/1/2011,2011,,
3723,1384,Visa,Debit,4025390379737730,2/1/2020,473,YES,2,$24617,7/1/2004,2006,,
3171,943,Discover,Credit,6208996174626370,2/1/2023,640,YES,2,$6600,5/1/2016,2016,,
5351,1236,Mastercard,Debit,5929990861229920,1/1/2024,459,YES,1,$4304,11/1/1997,2012,,
85,1236,Visa,Debit,4386430445774420,3/1/2019,555,YES,2,$1269,1/1/2005,2013,,
5815,1236,Mastercard,Debit,5108584140975700,6/1/2023,123,YES,1,$3458,12/1/2004,2013,,
4101,1236,Mastercard,Debit,5445062676850020,9/1/2022,337,NO,2,$6775,8/1/2001,2012,,
2369,1236,Visa,Credit,4788127455899670,1/1/2021,710,YES,1,$8800,3/1/2017,2017,,
6142,1236,Mastercard,Debit,5791756986936870,11/1/2024,196,YES,1,$12223,12/1/2019,2019,,
1918,969,Visa,Debit,4728777894194120,12/1/2020,480,YES,2,$13478,2/1/2020,2020,,
619,969,Mastercard,Debit,5935282226409440,11/1/2020,222,YES,1,$19578,1/1/2020,2020,,
861,969,Visa,Debit,4548788317386780,4/1/2024,930,YES,2,$2944,1/1/2020,2020,,
1651,508,Mastercard,Debit,5535009995730320,3/1/2023,63,YES,1,$20773,2/1/2020,2020,,
1652,508,Mastercard,Debit,5355589517294780,1/1/2022,850,YES,2,$24203,2/1/2020,2020,,
620,508,Mastercard,Debit (Prepaid),5058598107512730,7/1/2020,451,YES,2,$98,1/1/2020,2020,,
3428,496,Mastercard,Debit,5432833513022590,11/1/2020,312,YES,2,$2727,6/1/2009,2014,,
4517,496,Amex,Credit,317569527961909,3/1/2023,740,YES,2,$6800,9/1/2002,2002,,
3186,496,Visa,Debit,4602655731592720,3/1/2019,673,YES,1,$22516,5/1/2016,2016,,
5806,496,Discover,Credit,6399050710218190,12/1/2021,413,YES,2,$11500,12/1/2004,2009,,
5176,450,Visa,Debit,4302881392511490,12/1/2021,79,NO,2,$15214,10/1/2009,2010,,
862,450,Visa,Debit,4417073426918700,12/1/2024,403,YES,2,$23687,1/1/2020,2020,,
4192,450,Visa,Debit,4672018031116290,11/1/2021,314,YES,1,$18048,8/1/2006,2007,,
5634,1753,Visa,Debit,4613268743262260,3/1/2020,131,YES,1,$25102,11/1/2010,2014,,
2987,304,Visa,Debit,4353880576731230,1/1/2022,425,YES,2,$13773,5/1/2008,2008,,
4365,304,Mastercard,Debit,5199593781302950,5/1/2021,864,YES,1,$12892,8/1/2011,2011,,
5667,839,Amex,Credit,359230628127716,5/1/2019,198,YES,2,$6600,11/1/2012,2012,,
3187,839,Visa,Debit,4661359494660870,4/1/2024,259,YES,2,$25650,5/1/2016,2016,,
4725,839,Mastercard,Debit,5995510727358210,6/1/2020,873,YES,2,$37192,9/1/2009,2010,,
4608,138,Mastercard,Debit,5243935173726740,4/1/2021,608,YES,1,$5779,9/1/2006,2014,,
2820,138,Visa,Debit,4036369476300570,8/1/2023,682,YES,1,$13325,5/1/2001,2011,,
5422,138,Amex,Credit,344071694724842,1/1/2023,346,YES,1,$4000,11/1/2005,2009,,
2807,138,Amex,Credit,323444546475230,2/1/2023,788,YES,1,$6900,5/1/2000,2012,,
4912,43,Mastercard,Debit,5971471233715170,10/1/2023,760,YES,1,$35702,9/1/2017,2017,,
1416,43,Amex,Credit,332244260422916,8/1/2024,240,YES,1,$13200,2/1/2020,2020,,
5740,43,Visa,Credit,4190991721490110,3/1/2020,326,YES,2,$21700,11/1/2018,2018,,
863,43,Visa,Credit,4919539941598150,8/1/2020,561,NO,1,$13700,1/1/2020,2020,,
864,1187,Visa,Debit,4354373957390480,10/1/2020,188,YES,1,$24389,1/1/2020,2020,,
2385,1187,Mastercard,Debit (Prepaid),5874661434134400,2/1/2020,293,YES,2,$74,3/1/2019,2019,,
91,1187,Amex,Credit,307297025936750,12/1/2020,918,YES,1,$12100,1/1/2006,2011,,
5121,849,Mastercard,Debit,5850811144559930,11/1/2022,655,YES,1,$16640,10/1/2008,2009,,
3477,849,Mastercard,Debit,5311017800546220,9/1/2013,133,YES,1,$14889,6/1/2010,2011,,
3823,849,Visa,Debit,4944351254118660,6/1/2021,741,YES,1,$19080,7/1/2007,2010,,
3169,654,Visa,Credit,4589986776113950,10/1/2023,678,NO,2,$7600,5/1/2015,2015,,
5352,1898,Mastercard,Debit,5625758363027280,3/1/2023,881,YES,2,$14525,11/1/1997,2014,,
1068,1898,Visa,Debit,4045049141463000,2/1/2020,604,YES,1,$15636,2/1/2005,2014,,
5122,1898,Mastercard,Debit,5751381604807650,8/1/2023,244,YES,2,$13296,10/1/2008,2016,,
4543,1898,Visa,Credit,4307225452598890,3/1/2023,672,NO,2,$10100,9/1/2003,2011,,
2423,1898,Visa,Debit,4632658313488910,9/1/2024,732,NO,1,$36412,4/1/2001,2007,,
4566,1971,Visa,Debit,4328249998295600,11/1/2023,853,YES,1,$4589,9/1/2004,2012,,
3293,1971,Mastercard,Debit,5670267603066030,2/1/2020,875,YES,1,$17474,6/1/2005,2015,,
406,1020,Amex,Credit,375947824371679,5/1/2024,928,YES,1,$12000,1/1/2020,2020,,
1417,1020,Amex,Credit,354491217269737,2/1/2020,772,YES,1,$16900,2/1/2020,2020,,
1224,1020,Mastercard,Debit,5295246280473120,7/1/2023,117,YES,1,$26277,2/1/2010,2010,,
2728,1020,Mastercard,Debit,5716337574011950,2/1/2020,231,YES,1,$26317,4/1/2014,2014,,
4062,22,Visa,Credit,4568990237174710,1/1/2022,624,YES,2,$13600,7/1/2017,2017,,
1653,436,Mastercard,Debit,5729297445419720,8/1/2024,288,NO,2,$21540,2/1/2020,2020,,
1342,1823,Mastercard,Debit,5395349112538160,3/1/2020,34,YES,1,$37468,2/1/2014,2014,,
5177,1823,Visa,Debit,4686195455656890,4/1/2021,292,NO,1,$27864,10/1/2009,2012,,
3638,1823,Visa,Debit (Prepaid),4553257553445990,2/1/2020,55,NO,1,$65,6/1/2018,2018,,
4048,1823,Visa,Debit,4597236520104130,3/1/2020,389,YES,1,$31842,7/1/2016,2016,,
3244,1823,Visa,Credit,4206248084502470,3/1/2020,545,YES,2,$14900,6/1/2002,2011,,
3201,1823,Visa,Credit,4907569031158210,8/1/2024,170,YES,2,$12400,5/1/2018,2018,,
5242,589,Mastercard,Debit,5847682490938890,12/1/2020,383,YES,2,$14094,10/1/2011,2018,,
4497,589,Mastercard,Debit,5025895057524830,1/1/2021,367,YES,1,$8962,9/1/1999,2011,,
2277,49,Mastercard,Debit,5746888458694760,2/1/2018,646,YES,1,$15510,3/1/2011,2011,,
3061,49,Mastercard,Debit,5463153984541850,6/1/2024,13,YES,1,$20311,5/1/2010,2012,,
3955,49,Visa,Debit,4655468499465050,9/1/2023,303,YES,1,$13492,7/1/2010,2010,,
1654,1350,Mastercard,Debit,5557084446860840,2/1/2022,77,YES,2,$10015,2/1/2020,2020,,
4257,1525,Mastercard,Debit (Prepaid),5842764862143140,12/1/2023,478,YES,1,$77,8/1/2008,2009,,
1077,1525,Amex,Credit,316712270679687,5/1/2022,946,YES,1,$8200,2/1/2006,2016,,
3853,1525,Mastercard,Debit (Prepaid),5095132989101390,10/1/2019,88,YES,2,$50,7/1/2008,2008,,
4726,1525,Mastercard,Debit,5501198442764700,9/1/2010,847,YES,1,$297,9/1/2009,2009,,
5493,69,Mastercard,Credit,5542688229083620,12/1/2022,439,YES,1,$9300,11/1/2007,2014,,
2062,69,Mastercard,Debit,5859732793534490,6/1/2023,348,YES,2,$24425,3/1/2004,2006,,
252,69,Visa,Credit,4565836303791150,9/1/2021,441,YES,2,$3900,1/1/2010,2010,,
2514,69,Visa,Debit,4952248755072910,4/1/2020,398,YES,1,$21098,4/1/2006,2009,,
5253,69,Visa,Credit,4550312126148400,1/1/2020,957,YES,1,$10800,10/1/2011,2013,,
3294,69,Mastercard,Debit,5707448794545760,6/1/2024,39,YES,2,$6817,6/1/2005,2016,,
62,234,Visa,Credit,4651180699756030,2/1/2024,460,YES,1,$12600,1/1/2004,2011,,
5370,234,Mastercard,Debit (Prepaid),5896780709526630,11/1/2010,903,NO,1,$42,11/1/2001,2004,,
